base_material,target_phase,density_g_cm3,specific_heat_j_kg_k,required_temp_c
ba3nan,hexagonal,3.38,719.1,302.8
ba3nanbo6,liquid,5.46,449.4,1889.6
ba3nanbo6,trigonal,5.46,449.4,971.4
ba3nand3(si3o10)2,liquid,4.34,562.8,2110.9
ba3nand3(si3o10)2,orthorhombic,4.34,562.8,865.3
ba3naos2o9,liquid,7.31,337.3,1600.0
ba3naos2o9,hexagonal,7.31,337.3,688.5
ba3naru2o9,liquid,5.75,427.5,1564.7
ba3naru2o9,hexagonal,5.75,427.5,630.1
ba3naruo6,liquid,5.73,429.0,1650.4
ba3naruo6,trigonal,5.73,429.0,922.3
ba3nasbo6,liquid,5.72,429.6,1742.0
ba3nasbo6,trigonal,5.72,429.6,700.5
ba3nasm3(si3o10)2,liquid,4.48,545.5,2116.6
ba3nasm3(si3o10)2,orthorhombic,4.48,545.5,1114.7
ba3natao6,liquid,6.25,393.7,1935.1
ba3natao6,trigonal,6.25,393.7,1105.2
ba3nay3(si3o10)2,liquid,3.97,613.9,2120.2
ba3nay3(si3o10)2,orthorhombic,3.97,613.9,924.9
ba3nb16o23,liquid,6.74,365.4,1762.6
ba3nb16o23,orthorhombic,6.74,365.4,979.3
ba3nb2cdo9,liquid,6.21,395.9,1908.7
ba3nb2cdo9,trigonal,6.21,395.9,828.9
ba3nb2coo9,liquid,6.21,396.0,1908.9
ba3nb2coo9,trigonal,6.21,396.0,802.5
ba3nb2nio9,liquid,6.26,393.2,1905.6
ba3nb2nio9,trigonal,6.26,393.2,1002.7
ba3nb2o8,liquid,5.22,470.4,2017.0
ba3nb2o8,trigonal,5.22,470.4,1016.2
ba3nb2zno9,liquid,6.23,395.2,1932.1
ba3nb2zno9,trigonal,6.23,395.2,974.6
ba3nb6(si2o13)2,liquid,4.46,548.5,2009.6
ba3nb6(si2o13)2,hexagonal,4.46,548.5,795.2
ba3nbas3o,liquid,4.72,519.0,1231.2
ba3nbas3o,orthorhombic,4.72,519.0,533.3
ba3nbga3(sio7)2,liquid,4.83,507.2,1911.5
ba3nbga3(sio7)2,trigonal,4.83,507.2,1073.9
ba3ndir2o9,liquid,7.69,320.9,1666.5
ba3ndir2o9,monoclinic,7.69,320.9,665.8
ba3ndirruo9,liquid,7.06,349.3,1688.1
ba3ndirruo9,hexagonal,7.06,349.3,905.3
ba3ndru2o9,liquid,6.42,383.4,1708.3
ba3ndru2o9,hexagonal,6.42,383.4,756.4
ba3niir2o9,liquid,7.87,313.8,1472.0
ba3niir2o9,hexagonal,7.87,313.8,723.5
ba3niru2o9,liquid,6.66,370.0,1533.9
ba3niru2o9,hexagonal,6.66,370.0,607.0
ba3nisb2o9,liquid,6.41,383.8,1641.4
ba3nisb2o9,hexagonal,6.41,383.8,779.9
ba3osn3,liquid,6.44,382.4,837.8
ba3osn3,hexagonal,6.44,382.4,362.0
ba3p14,liquid,3.16,766.3,777.7
ba3p14,monoclinic,3.16,766.3,410.9
ba3p2,liquid,4.34,563.6,991.5
ba3p2,tetragonal,4.34,563.6,475.3
ba3p3clo10,liquid,3.92,622.0,1963.0
ba3p3clo10,orthorhombic,3.92,622.0,783.0
ba3p3i2,liquid,4.38,558.1,1163.5
ba3p3i2,orthorhombic,4.38,558.1,452.3
ba3p4,liquid,4.14,590.1,976.8
ba3p4,orthorhombic,4.14,590.1,372.1
ba3p6(n4o3)2,liquid,4.42,553.2,1398.8
ba3p6(n4o3)2,trigonal,4.42,553.2,672.7
ba3pb5,liquid,7.97,309.7,777.8
ba3pb5,orthorhombic,7.97,309.7,423.8
ba3pbo,liquid,6.26,392.8,1221.6
ba3pbo,cubic,6.26,392.8,643.1
ba3prir2o9,liquid,7.59,325.0,1660.0
ba3prir2o9,hexagonal,7.59,325.0,790.0
ba3prirruo9,liquid,6.95,354.5,1681.7
ba3prirruo9,hexagonal,6.95,354.5,682.7
ba3prru2o9,liquid,6.34,388.1,1702.0
ba3prru2o9,hexagonal,6.34,388.1,728.6
ba3puo6,liquid,6.65,370.5,1898.5
ba3puo6,cubic,6.65,370.5,902.5
ba3re2o9,liquid,7.74,318.8,1759.0
ba3re2o9,trigonal,7.74,318.8,1008.4
ba3ren3,liquid,6.26,393.0,902.4
ba3ren3,hexagonal,6.26,393.0,409.1
ba3rh(cn)3,liquid,4.46,548.0,858.4
ba3rh(cn)3,hexagonal,4.46,548.0,438.4
ba3run3,liquid,5.56,441.4,824.0
ba3run3,hexagonal,5.56,441.4,322.3
ba3sb2o,liquid,5.36,457.6,1303.9
ba3sb2o,orthorhombic,5.36,457.6,586.3
ba3sb2s7,liquid,4.01,608.3,1232.2
ba3sb2s7,monoclinic,4.01,608.3,476.6
ba3sb2se7,liquid,4.92,497.6,1200.4
ba3sb2se7,monoclinic,4.92,497.6,605.7
ba3sb4o,liquid,5.42,452.9,1163.4
ba3sb4o,monoclinic,5.42,452.9,641.1
ba3sbi3,liquid,4.24,576.4,1350.9
ba3sbi3,cubic,4.24,576.4,695.8
ba3sbn,liquid,5.36,458.2,966.5
ba3sbn,hexagonal,5.36,458.2,436.9
ba3sc(bo3)3,liquid,4.71,519.8,2027.0
ba3sc(bo3)3,hexagonal,4.71,519.8,914.2
ba3scco3f7,liquid,4.46,547.9,2222.1
ba3scco3f7,orthorhombic,4.46,547.9,1254.2
ba3si2(b3o8)2,liquid,4.08,598.0,1968.4
ba3si2(b3o8)2,triclinic,4.08,598.0,1046.3
ba3si4,liquid,3.93,620.5,715.4
ba3si4,tetragonal,3.93,620.5,298.3
ba3si6(no6)2,liquid,4.03,604.8,1932.5
ba3si6(no6)2,trigonal,4.03,604.8,892.2
ba3si6n4o9,liquid,4.05,602.0,1785.6
ba3si6n4o9,trigonal,4.05,602.0,875.3
ba3sii2,liquid,4.27,572.2,1111.2
ba3sii2,orthorhombic,4.27,572.2,541.2
ba3sio,liquid,4.81,509.7,1142.6
ba3sio,orthorhombic,4.81,509.7,580.7
ba3sis5,liquid,4.0,610.0,1451.9
ba3sis5,orthorhombic,4.0,610.0,672.3
ba3smb24,liquid,4.5,543.4,740.9
ba3smb24,tetragonal,4.5,543.4,290.3
ba3smins6,liquid,4.72,518.5,1472.6
ba3smins6,trigonal,4.72,518.5,590.4
ba3smir2o9,liquid,7.83,315.4,1676.3
ba3smir2o9,hexagonal,7.83,315.4,706.1
ba3smirruo9,liquid,7.35,335.4,1698.0
ba3smirruo9,hexagonal,7.35,335.4,709.0
ba3smru2o9,liquid,6.56,375.6,1718.1
ba3smru2o9,hexagonal,6.56,375.6,804.9
ba3sn2o7,liquid,6.74,365.5,1683.2
ba3sn2o7,tetragonal,6.74,365.5,720.3
ba3sn2o7,liquid,6.58,374.5,1751.0
ba3sn2o7,orthorhombic,6.58,374.5,766.6
ba3sn2s7,liquid,4.06,600.7,1262.6
ba3sn2s7,monoclinic,4.06,600.7,543.5
ba3sn5,liquid,5.81,422.9,831.7
ba3sn5,orthorhombic,5.81,422.9,371.4
ba3sno,liquid,5.45,450.4,1239.2
ba3sno,cubic,5.45,450.4,630.9
ba3sr2re3clo15,liquid,5.86,419.3,1807.3
ba3sr2re3clo15,hexagonal,5.86,419.3,871.2
ba3sr9al4(o4f)4,liquid,4.99,491.0,2089.4
ba3sr9al4(o4f)4,tetragonal,4.99,491.0,1200.6
ba3srer2(moo6)2,liquid,6.7,367.5,1939.2
ba3srer2(moo6)2,triclinic,6.7,367.5,950.7
ba3srir2o9,liquid,7.1,347.1,1597.6
ba3srir2o9,monoclinic,7.1,347.1,812.1
ba3srmg2(teo6)2,liquid,6.22,395.5,1754.2
ba3srmg2(teo6)2,trigonal,6.22,395.5,735.2
ba3srnb2o9,liquid,5.35,458.9,2018.6
ba3srnb2o9,hexagonal,5.35,458.9,1137.7
ba3srru2o9,liquid,5.94,413.6,1644.7
ba3srru2o9,monoclinic,5.94,413.6,927.2
ba3srsb2o9,liquid,5.77,425.6,1775.8
ba3srsb2o9,triclinic,5.77,425.6,911.7
ba3srsi8(no)8,liquid,4.12,591.9,1608.4
ba3srsi8(no)8,triclinic,4.12,591.9,688.7
ba3srta2o9,liquid,6.74,365.3,2082.0
ba3srta2o9,hexagonal,6.74,365.3,850.6
ba3ta2cdo9,liquid,7.57,325.9,1975.1
ba3ta2cdo9,trigonal,7.57,325.9,789.3
ba3ta2coo9,liquid,7.99,308.9,1973.9
ba3ta2coo9,trigonal,7.99,308.9,1064.1
ba3ta2mno9,liquid,7.43,332.1,2023.1
ba3ta2mno9,trigonal,7.43,332.1,1004.8
ba3ta2nio9,liquid,7.7,320.4,1970.8
ba3ta2nio9,trigonal,7.7,320.4,957.7
ba3ta2se9,liquid,5.93,414.3,1259.4
ba3ta2se9,monoclinic,5.93,414.3,518.1
ba3ta2zno9,liquid,7.66,322.1,1997.3
ba3ta2zno9,trigonal,7.66,322.1,1145.4
ba3ta4ti4o21,liquid,6.4,384.4,2121.2
ba3ta4ti4o21,monoclinic,6.4,384.4,1023.3
ba3ta4tio15,liquid,7.27,339.3,2107.2
ba3ta4tio15,monoclinic,7.27,339.3,887.5
ba3ta5o15,liquid,8.08,305.7,2094.7
ba3ta5o15,tetragonal,8.08,305.7,924.4
ba3ta6(si2o13)2,liquid,6.13,401.5,2094.1
ba3ta6(si2o13)2,hexagonal,6.13,401.5,880.7
ba3ta6fe2o21,liquid,7.23,340.9,1979.0
ba3ta6fe2o21,monoclinic,7.23,340.9,804.1
ba3taas3o,liquid,5.33,460.3,1242.2
ba3taas3o,orthorhombic,5.33,460.3,694.3
ba3tafe3(sio7)2,liquid,5.01,489.7,1838.0
ba3tafe3(sio7)2,trigonal,5.01,489.7,763.1
ba3tan3cl2,liquid,5.41,453.7,1371.6
ba3tan3cl2,hexagonal,5.41,453.7,727.8
ba3tb(bo2)9,liquid,3.94,618.5,1959.0
ba3tb(bo2)9,hexagonal,3.94,618.5,1061.0
ba3tb2(ps4)4,liquid,3.5,695.1,1222.8
ba3tb2(ps4)4,orthorhombic,3.5,695.1,538.0
ba3tb2wo9,liquid,7.22,341.4,2016.9
ba3tb2wo9,triclinic,7.22,341.4,1011.9
ba3tbirruo9,liquid,7.36,335.0,1712.0
ba3tbirruo9,hexagonal,7.36,335.0,996.2
ba3tbru2o9,liquid,6.75,365.1,1732.1
ba3tbru2o9,hexagonal,6.75,365.1,871.9
ba3te2o9,liquid,6.22,395.3,1624.7
ba3te2o9,hexagonal,6.22,395.3,634.7
ba3te3(bro4)2,liquid,5.0,490.2,1579.2
ba3te3(bro4)2,orthorhombic,5.0,490.2,911.9
ba3te4o11,liquid,5.42,453.2,1556.0
ba3te4o11,triclinic,5.42,453.2,787.7
ba3thse7,liquid,5.58,440.3,1422.2
ba3thse7,orthorhombic,5.58,440.3,619.5
ba3ti20o40,liquid,4.37,559.1,2116.2
ba3ti20o40,monoclinic,4.37,559.1,1051.2
ba3tife2o9,liquid,5.83,421.7,1725.4
ba3tife2o9,hexagonal,5.83,421.7,933.0
ba3tm(bo2)9,liquid,4.06,600.8,1962.3
ba3tm(bo2)9,hexagonal,4.06,600.8,1022.7
ba3tm(bo3)3,liquid,5.59,439.2,2042.1
ba3tm(bo3)3,hexagonal,5.59,439.2,1008.6
ba3tm4o9,liquid,7.61,324.3,2181.5
ba3tm4o9,trigonal,7.61,324.3,904.5
ba3tm4o9,liquid,7.8,316.3,2145.1
ba3tm4o9,trigonal,7.8,316.3,915.6
ba3tmirruo9,liquid,7.61,324.3,1723.6
ba3tmirruo9,hexagonal,7.61,324.3,736.6
ba3uags6,liquid,5.12,478.7,1406.6
ba3uags6,trigonal,5.12,478.7,695.5
ba3ufe2o9,liquid,7.1,347.3,1849.6
ba3ufe2o9,orthorhombic,7.1,347.3,855.3
ba3uin2o9,liquid,7.07,348.8,1886.8
ba3uin2o9,orthorhombic,7.07,348.8,905.9
ba3v2o8,liquid,5.09,482.0,1908.5
ba3v2o8,trigonal,5.09,482.0,876.5
ba3v4(po4)6,liquid,3.86,632.0,1867.8
ba3v4(po4)6,monoclinic,3.86,632.0,909.1
ba3v4o13,liquid,4.02,607.0,1820.4
ba3v4o13,monoclinic,4.02,607.0,886.6
ba3v4pbo14,liquid,4.65,525.8,1780.4
ba3v4pbo14,triclinic,4.65,525.8,919.5
ba3wcl2o5,liquid,5.1,480.8,1858.6
ba3wcl2o5,orthorhombic,5.1,480.8,1004.1
ba3wn4,liquid,6.14,400.7,1038.0
ba3wn4,orthorhombic,6.14,400.7,435.5
ba3wo6,liquid,6.29,390.9,1839.3
ba3wo6,triclinic,6.29,390.9,873.7
ba3y(bo3)3,liquid,4.76,514.5,2031.7
ba3y(bo3)3,hexagonal,4.76,514.5,868.3
ba3y2(b2o5)3,liquid,3.95,617.1,2030.5
ba3y2(b2o5)3,cubic,3.95,617.1,953.0
ba3y2moo9,liquid,5.7,430.9,1971.9
ba3y2moo9,orthorhombic,5.7,430.9,880.9
ba3y2wo9,liquid,6.5,379.0,2011.0
ba3y2wo9,orthorhombic,6.5,379.0,894.4
ba3yir2o9,liquid,7.55,326.6,1687.3
ba3yir2o9,hexagonal,7.55,326.6,756.6
ba3yirruo9,liquid,6.91,356.9,1709.4
ba3yirruo9,hexagonal,6.91,356.9,759.7
ba3yru2o9,liquid,6.25,393.6,1729.8
ba3yru2o9,hexagonal,6.25,393.6,849.2
ba3yrupto9,liquid,6.78,363.4,1685.8
ba3yrupto9,trigonal,6.78,363.4,839.4
ba3yb2teo5,liquid,7.12,346.4,2001.0
ba3yb2teo5,tetragonal,7.12,346.4,859.7
ba3yb4o9,liquid,8.0,308.6,2154.5
ba3yb4o9,trigonal,8.0,308.6,1192.3
ba3zn3te(po7)2,liquid,4.93,496.9,1733.4
ba3zn3te(po7)2,trigonal,4.93,496.9,972.1
ba3zn5in2o11,liquid,6.09,403.8,1532.3
ba3zn5in2o11,cubic,6.09,403.8,801.8
ba3zn6si4teo20,liquid,4.82,507.9,1732.2
ba3zn6si4teo20,monoclinic,4.82,507.9,905.4
ba3znb5po14,liquid,4.16,586.3,1907.8
ba3znb5po14,orthorhombic,4.16,586.3,1066.5
ba3znir2o9,liquid,7.76,318.1,1500.9
ba3znir2o9,hexagonal,7.76,318.1,781.9
ba3znirruo9,liquid,7.13,345.6,1530.6
ba3znirruo9,trigonal,7.13,345.6,773.1
ba3znru2o9,liquid,6.37,386.4,1555.2
ba3znru2o9,hexagonal,6.37,386.4,820.6
ba3znsb2o9,liquid,6.39,385.0,1671.4
ba3znsb2o9,hexagonal,6.39,385.0,868.6
ba3zr2o7,liquid,6.03,407.9,2133.8
ba3zr2o7,tetragonal,6.03,407.9,1099.1
ba3zr2s7,liquid,4.18,583.5,1517.2
ba3zr2s7,tetragonal,4.18,583.5,850.3
ba3zr6becl18,liquid,3.56,684.0,1579.1
ba3zr6becl18,trigonal,3.56,684.0,748.1
ba3zrir2o9,liquid,7.85,314.3,1710.1
ba3zrir2o9,hexagonal,7.85,314.3,761.9
ba4(pto3)3,liquid,8.21,300.7,1483.8
ba4(pto3)3,triclinic,8.21,300.7,602.6
ba4(sn3bi)3,liquid,7.0,352.0,760.7
ba4(sn3bi)3,hexagonal,7.0,352.0,395.8
ba4ag3ge20,liquid,5.77,425.8,666.7
ba4ag3ge20,cubic,5.77,425.8,324.2
ba4agauo6,liquid,6.86,359.3,1538.5
ba4agauo6,orthorhombic,6.86,359.3,890.6
ba4al2o7,liquid,5.08,482.7,1984.0
ba4al2o7,orthorhombic,5.08,482.7,929.7
ba4al5,liquid,3.89,627.0,649.8
ba4al5,hexagonal,3.89,627.0,263.2
ba4as2o,liquid,5.04,486.1,1259.9
ba4as2o,tetragonal,5.04,486.1,523.4
ba4as3,liquid,5.1,481.0,1021.0
ba4as3,cubic,5.1,481.0,392.3
ba4bi(iro4)3,liquid,8.13,303.7,1490.8
ba4bi(iro4)3,monoclinic,8.13,303.7,765.6
ba4bi(pbo4)3,liquid,7.82,315.7,1518.0
ba4bi(pbo4)3,monoclinic,7.82,315.7,678.7
ba4bi2o,liquid,6.05,406.3,1233.3
ba4bi2o,tetragonal,6.05,406.3,563.2
ba4bi3,liquid,6.33,388.7,960.3
ba4bi3,cubic,6.33,388.7,474.3
ba4bi3f17,liquid,6.58,374.5,2126.7
ba4bi3f17,triclinic,6.58,374.5,977.2
ba4br6o,liquid,4.59,533.1,1766.9
ba4br6o,hexagonal,4.59,533.1,880.4
ba4cav4cu2f28,liquid,4.1,595.2,2058.9
ba4cav4cu2f28,monoclinic,4.1,595.2,1076.5
ba4ce(ruo4)3,liquid,6.43,382.7,1697.8
ba4ce(ruo4)3,monoclinic,6.43,382.7,759.5
ba4cemn3o12,liquid,5.93,414.4,1799.3
ba4cemn3o12,trigonal,5.93,414.4,1005.3
ba4cl6o,liquid,3.86,631.7,1897.0
ba4cl6o,hexagonal,3.86,631.7,804.7
ba4co(reo6)2,liquid,7.35,335.7,1732.6
ba4co(reo6)2,trigonal,7.35,335.7,759.4
ba4cu11(te4s)2,liquid,6.45,381.6,923.6
ba4cu11(te4s)2,monoclinic,6.45,381.6,472.1
ba4cu2si21,liquid,3.74,650.4,639.5
ba4cu2si21,orthorhombic,3.74,650.4,337.3
ba4cu3ge20,liquid,5.75,427.4,673.8
ba4cu3ge20,cubic,5.75,427.4,357.9
ba4cu3si20,liquid,3.91,624.0,646.3
ba4cu3si20,cubic,3.91,624.0,248.8
ba4cu8p15,liquid,4.96,493.9,764.8
ba4cu8p15,orthorhombic,4.96,493.9,373.6
ba4fe4o11,liquid,5.73,429.1,1551.9
ba4fe4o11,triclinic,5.73,429.1,848.1
ba4ga2o7,liquid,5.71,430.2,1793.5
ba4ga2o7,monoclinic,5.71,430.2,825.9
ba4ga3si20,liquid,3.81,639.6,634.1
ba4ga3si20,cubic,3.81,639.6,252.4
ba4gd(cuo3)3,liquid,6.28,392.0,1616.6
ba4gd(cuo3)3,cubic,6.28,392.0,907.2
ba4ge20au3,liquid,6.46,380.9,694.8
ba4ge20au3,cubic,6.46,380.9,301.0
ba4geas4,liquid,4.96,494.5,986.5
ba4geas4,cubic,4.96,494.5,541.1
ba4gep4,liquid,4.28,570.2,962.8
ba4gep4,cubic,4.28,570.2,464.0
ba4hf3o10,liquid,7.88,313.4,2163.0
ba4hf3o10,tetragonal,7.88,313.4,1221.4
ba4ho(cuo3)3,liquid,6.45,381.8,1627.8
ba4ho(cuo3)3,cubic,6.45,381.8,710.1
ba4i6o,liquid,4.88,501.7,1572.4
ba4i6o,hexagonal,4.88,501.7,644.7
ba4in2te2s5,liquid,4.9,500.1,1327.0
ba4in2te2s5,tetragonal,4.9,500.1,678.3
ba4inags6,liquid,4.61,530.9,1360.2
ba4inags6,monoclinic,4.61,530.9,713.0
ba4insbo8,liquid,6.28,391.9,1755.9
ba4insbo8,orthorhombic,6.28,391.9,821.0
ba4ir3o10,liquid,8.24,299.6,1515.7
ba4ir3o10,monoclinic,8.24,299.6,813.5
ba4iro6,liquid,7.13,345.9,1667.7
ba4iro6,trigonal,7.13,345.9,956.3
ba4lage3sbse13,liquid,5.04,486.2,1206.0
ba4lage3sbse13,monoclinic,5.04,486.2,514.2
ba4li(bio4)3,liquid,7.09,347.9,1538.3
ba4li(bio4)3,cubic,7.09,347.9,668.8
ba4li(sbo4)3,liquid,6.36,387.3,1700.8
ba4li(sbo4)3,cubic,6.36,387.3,887.2
ba4li2(cdas2)3,liquid,5.36,457.7,916.2
ba4li2(cdas2)3,orthorhombic,5.36,457.7,436.0
ba4li2(cdp2)3,liquid,4.69,521.8,893.9
ba4li2(cdp2)3,orthorhombic,4.69,521.8,497.1
ba4licu(co5)2,liquid,5.05,485.6,1666.8
ba4licu(co5)2,tetragonal,5.05,485.6,689.5
ba4limo2n7,liquid,5.38,456.2,993.0
ba4limo2n7,monoclinic,5.38,456.2,471.8
ba4linb3o12,liquid,5.86,419.7,1993.0
ba4linb3o12,hexagonal,5.86,419.7,1050.7
ba4lita3o12,liquid,7.44,331.5,2065.2
ba4lita3o12,hexagonal,7.44,331.5,927.6
ba4liw2n7,liquid,6.32,389.4,1024.4
ba4liw2n7,monoclinic,6.32,389.4,399.3
ba4mg(bio4)3,liquid,7.18,343.6,1591.7
ba4mg(bio4)3,cubic,7.18,343.6,697.6
ba4mg(sin3)2,liquid,5.03,487.8,1036.5
ba4mg(sin3)2,orthorhombic,5.03,487.8,473.6
ba4mgta10o30,liquid,7.59,325.1,2088.5
ba4mgta10o30,orthorhombic,7.59,325.1,970.4
ba4mn3o10,liquid,6.01,408.9,1695.8
ba4mn3o10,orthorhombic,6.01,408.9,867.7
ba4mnga2(s3f2)2,liquid,4.38,558.1,1673.1
ba4mnga2(s3f2)2,orthorhombic,4.38,558.1,798.7
ba4na(bn2)3,liquid,4.48,545.6,1055.7
ba4na(bn2)3,cubic,4.48,545.6,575.1
ba4na(bo3)3,liquid,4.82,507.9,1922.9
ba4na(bo3)3,cubic,4.82,507.9,1122.3
ba4na(bio4)3,liquid,7.02,351.2,1532.1
ba4na(bio4)3,cubic,7.02,351.2,747.6
ba4na(ruo4)3,liquid,6.09,403.6,1567.6
ba4na(ruo4)3,hexagonal,6.09,403.6,818.4
ba4na(sbo4)3,liquid,6.3,390.6,1692.8
ba4na(sbo4)3,cubic,6.3,390.6,969.1
ba4na2w2o11,liquid,6.02,408.5,1771.1
ba4na2w2o11,orthorhombic,6.02,408.5,968.7
ba4naal2b8(bro6)3,liquid,3.88,628.1,1914.5
ba4naal2b8(bro6)3,tetragonal,3.88,628.1,898.9
ba4naal2b8(clo6)3,liquid,3.55,684.3,1936.3
ba4naal2b8(clo6)3,tetragonal,3.55,684.3,808.2
ba4nacu(co5)2,liquid,4.98,492.6,1656.9
ba4nacu(co5)2,tetragonal,4.98,492.6,739.4
ba4naga2b8(bro6)3,liquid,4.1,594.7,1841.2
ba4naga2b8(bro6)3,tetragonal,4.1,594.7,1045.8
ba4naga2b8(clo6)3,liquid,3.78,645.0,1863.0
ba4naga2b8(clo6)3,tetragonal,3.78,645.0,996.2
ba4namn2o9,liquid,5.46,449.6,1664.1
ba4namn2o9,trigonal,5.46,449.6,797.8
ba4nb14o23,liquid,6.67,369.3,1815.1
ba4nb14o23,orthorhombic,6.67,369.3,879.2
ba4nb2(of4)3,liquid,4.71,520.2,2259.7
ba4nb2(of4)3,monoclinic,4.71,520.2,1194.9
ba4nb2o9,liquid,5.37,456.9,2000.6
ba4nb2o9,hexagonal,5.37,456.9,1157.3
ba4nb2wo12,liquid,6.48,380.2,1946.5
ba4nb2wo12,trigonal,6.48,380.2,1024.4
ba4nbfeo8,liquid,5.72,429.4,1857.0
ba4nbfeo8,monoclinic,5.72,429.4,1017.3
ba4nd(iro4)3,liquid,7.77,317.8,1617.2
ba4nd(iro4)3,monoclinic,7.77,317.8,721.3
ba4nd4zn3pto15,liquid,6.95,354.7,1814.6
ba4nd4zn3pto15,hexagonal,6.95,354.7,705.9
ba4os6clo18,liquid,7.83,315.2,1481.4
ba4os6clo18,cubic,7.83,315.2,586.9
ba4p2o,liquid,4.57,535.2,1228.5
ba4p2o,orthorhombic,4.57,535.2,611.0
ba4p3,liquid,4.4,556.0,1001.8
ba4p3,orthorhombic,4.4,556.0,519.7
ba4p3hf24,liquid,3.79,642.2,2066.8
ba4p3hf24,triclinic,3.79,642.2,1034.3
ba4pdo6,liquid,6.39,385.1,1639.8
ba4pdo6,trigonal,6.39,385.1,661.1
ba4pto6,liquid,7.12,346.4,1660.5
ba4pto6,trigonal,7.12,346.4,871.1
ba4re2nio12,liquid,6.9,357.1,1722.5
ba4re2nio12,trigonal,6.9,357.1,918.7
ba4ru3o10,liquid,6.61,372.4,1580.6
ba4ru3o10,orthorhombic,6.61,372.4,814.0
ba4sb2o,liquid,5.17,474.3,1293.0
ba4sb2o,tetragonal,5.17,474.3,603.5
ba4sb2o9,liquid,5.81,423.1,1742.2
ba4sb2o9,hexagonal,5.81,423.1,927.1
ba4sb4se11,liquid,5.26,466.8,1137.9
ba4sb4se11,orthorhombic,5.26,466.8,544.5
ba4sc2cu2o9,liquid,5.49,447.1,1814.2
ba4sc2cu2o9,orthorhombic,5.49,447.1,747.2
ba4screwo12,liquid,6.87,358.8,1897.6
ba4screwo12,trigonal,6.87,358.8,985.4
ba4si20au3,liquid,4.87,503.5,678.1
ba4si20au3,cubic,4.87,503.5,252.0
ba4si21au2,liquid,4.43,552.4,657.5
ba4si21au2,orthorhombic,4.43,552.4,348.8
ba4si3br2,liquid,4.45,549.7,1055.1
ba4si3br2,monoclinic,4.45,549.7,486.6
ba4sias4,liquid,4.8,510.7,997.7
ba4sias4,cubic,4.8,510.7,539.6
ba4sip4,liquid,4.12,592.4,986.4
ba4sip4,cubic,4.12,592.4,401.1
ba4sisb2se11,liquid,5.05,485.5,1180.5
ba4sisb2se11,orthorhombic,5.05,485.5,589.9
ba4sm3cl16,liquid,4.01,608.1,1806.2
ba4sm3cl16,trigonal,4.01,608.1,719.4
ba4sn3o10,liquid,6.84,360.2,1672.6
ba4sn3o10,tetragonal,6.84,360.2,860.9
ba4sr2gd2co4o15,liquid,6.14,400.8,1708.8
ba4sr2gd2co4o15,triclinic,6.14,400.8,778.8
ba4sr2la2co4o15,liquid,5.75,427.1,1714.3
ba4sr2la2co4o15,monoclinic,5.75,427.1,887.7
ba4sr2nd2co4o15,liquid,5.91,416.1,1706.1
ba4sr2nd2co4o15,monoclinic,5.91,416.1,699.2
ba4sr2sm2co4o15,liquid,6.04,407.1,1712.9
ba4sr2sm2co4o15,triclinic,6.04,407.1,752.3
ba4ta10coo30,liquid,7.73,319.4,2052.3
ba4ta10coo30,orthorhombic,7.73,319.4,993.6
ba4ta10feo30,liquid,7.68,321.4,2058.7
ba4ta10feo30,orthorhombic,7.68,321.4,826.6
ba4ta2o9,liquid,6.36,386.7,2061.8
ba4ta2o9,monoclinic,6.36,386.7,844.9
ba4ti13o30,liquid,4.48,546.2,2137.0
ba4ti13o30,orthorhombic,4.48,546.2,1105.1
ba4ti2pto10,liquid,6.28,392.1,1903.5
ba4ti2pto10,orthorhombic,6.28,392.1,958.1
ba4tias4,liquid,4.77,513.5,1045.9
ba4tias4,cubic,4.77,513.5,465.0
ba4tip4,liquid,4.1,595.8,1031.4
ba4tip4,cubic,4.1,595.8,561.8
ba4tl13hg3,liquid,9.94,249.0,672.3
ba4tl13hg3,monoclinic,9.94,249.0,332.5
ba4u8as2o33,liquid,6.49,379.3,2068.8
ba4u8as2o33,orthorhombic,6.49,379.3,1070.3
ba4ucr2s9,liquid,4.81,508.7,1387.7
ba4ucr2s9,trigonal,4.81,508.7,728.1
ba4use6,liquid,5.61,437.9,1485.5
ba4use6,trigonal,5.61,437.9,783.7
ba4w(n2cl)2,liquid,5.02,488.5,1279.5
ba4w(n2cl)2,monoclinic,5.02,488.5,505.3
ba4y(cuo3)3,liquid,6.1,403.5,1620.8
ba4y(cuo3)3,cubic,6.1,403.5,681.7
ba4y3f17,liquid,5.25,467.6,2492.8
ba4y3f17,triclinic,5.25,467.6,1231.3
ba4yb(cuo3)3,liquid,6.74,365.6,1575.0
ba4yb(cuo3)3,cubic,6.74,365.6,663.9
ba4zn2cuge20,liquid,5.68,432.4,677.8
ba4zn2cuge20,orthorhombic,5.68,432.4,360.6
ba4zn4b14pb2o31,liquid,4.36,560.2,1787.7
ba4zn4b14pb2o31,trigonal,4.36,560.2,702.3
ba4zr(ruo4)3,liquid,6.45,381.6,1702.1
ba4zr(ruo4)3,trigonal,6.45,381.6,970.8
ba5(ga3h)2,liquid,4.8,510.2,797.7
ba5(ga3h)2,trigonal,4.8,510.2,348.4
ba5(ga3h)2,liquid,4.81,508.8,778.1
ba5(ga3h)2,trigonal,4.81,508.8,320.1
ba5(io6)2,liquid,5.8,423.8,1584.6
